,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
2651,2017,46593236.0,SP.POP.TOTL,ESP,Spain,Europe & Central Asia,High income,Not classified
2652,2018,46797754.0,SP.POP.TOTL,ESP,Spain,Europe & Central Asia,High income,Not classified
2653,2019,47133521.0,SP.POP.TOTL,ESP,Spain,Europe & Central Asia,High income,Not classified
2654,2020,47351567.0,SP.POP.TOTL,ESP,Spain,Europe & Central Asia,High income,Not classified
2655,2016,21203000.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2656,2017,21444000.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2657,2018,21670000.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2658,2019,21803000.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2659,2020,21919000.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2660,2016,51629.0,SP.POP.TOTL,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
2661,2017,52036.0,SP.POP.TOTL,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
2662,2018,52438.0,SP.POP.TOTL,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
2663,2019,52834.0,SP.POP.TOTL,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
2664,2020,53192.0,SP.POP.TOTL,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
2665,2016,180028.0,SP.POP.TOTL,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2666,2017,180955.0,SP.POP.TOTL,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2667,2018,181890.0,SP.POP.TOTL,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2668,2019,182795.0,SP.POP.TOTL,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2669,2020,183629.0,SP.POP.TOTL,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2670,2016,36061.0,SP.POP.TOTL,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2671,2017,36569.0,SP.POP.TOTL,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2672,2018,37264.0,SP.POP.TOTL,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2673,2019,38002.0,SP.POP.TOTL,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2674,2020,38659.0,SP.POP.TOTL,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2675,2016,109467.0,SP.POP.TOTL,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2676,2017,109826.0,SP.POP.TOTL,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2677,2018,110210.0,SP.POP.TOTL,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2678,2019,110593.0,SP.POP.TOTL,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2679,2020,110947.0,SP.POP.TOTL,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2680,2016,39847433.0,SP.POP.TOTL,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2681,2017,40813398.0,SP.POP.TOTL,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2682,2018,41801532.0,SP.POP.TOTL,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2683,2019,42813237.0,SP.POP.TOTL,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2684,2020,43849269.0,SP.POP.TOTL,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2685,2016,564883.0,SP.POP.TOTL,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2686,2017,570501.0,SP.POP.TOTL,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2687,2018,575987.0,SP.POP.TOTL,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2688,2019,581363.0,SP.POP.TOTL,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2689,2020,586634.0,SP.POP.TOTL,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2690,2016,9923085.0,SP.POP.TOTL,SWE,Sweden,Europe & Central Asia,High income,Not classified
2691,2017,10057698.0,SP.POP.TOTL,SWE,Sweden,Europe & Central Asia,High income,Not classified
2692,2018,10175214.0,SP.POP.TOTL,SWE,Sweden,Europe & Central Asia,High income,Not classified
2693,2019,10278887.0,SP.POP.TOTL,SWE,Sweden,Europe & Central Asia,High income,Not classified
2694,2020,10353442.0,SP.POP.TOTL,SWE,Sweden,Europe & Central Asia,High income,Not classified
2695,2016,8373338.0,SP.POP.TOTL,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2696,2017,8451840.0,SP.POP.TOTL,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2697,2018,8514329.0,SP.POP.TOTL,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2698,2019,8575280.0,SP.POP.TOTL,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2699,2020,8636896.0,SP.POP.TOTL,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2700,2016,17465567.0,SP.POP.TOTL,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
2701,2017,17095669.0,SP.POP.TOTL,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
2702,2018,16945062.0,SP.POP.TOTL,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
2703,2019,17070132.0,SP.POP.TOTL,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
2704,2020,17500657.0,SP.POP.TOTL,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
2705,2016,8663575.0,SP.POP.TOTL,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA
2706,2017,8880270.0,SP.POP.TOTL,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA
2707,2018,9100847.0,SP.POP.TOTL,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA
2708,2019,9321023.0,SP.POP.TOTL,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA
2709,2020,9537642.0,SP.POP.TOTL,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA
2710,2016,53049231.0,SP.POP.TOTL,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
2711,2017,54660345.0,SP.POP.TOTL,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
2712,2018,56313444.0,SP.POP.TOTL,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
2713,2019,58005461.0,SP.POP.TOTL,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
2714,2020,59734213.0,SP.POP.TOTL,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
2715,2016,68971313.0,SP.POP.TOTL,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
2716,2017,69209817.0,SP.POP.TOTL,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
2717,2018,69428454.0,SP.POP.TOTL,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
2718,2019,69625581.0,SP.POP.TOTL,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
2719,2020,69799978.0,SP.POP.TOTL,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
2720,2016,1219289.0,SP.POP.TOTL,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
2721,2017,1243260.0,SP.POP.TOTL,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
2722,2018,1267975.0,SP.POP.TOTL,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
2723,2019,1293120.0,SP.POP.TOTL,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
2724,2020,1318442.0,SP.POP.TOTL,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
2725,2016,7509952.0,SP.POP.TOTL,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
2726,2017,7698476.0,SP.POP.TOTL,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
2727,2018,7889095.0,SP.POP.TOTL,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
2728,2019,8082359.0,SP.POP.TOTL,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
2729,2020,8278737.0,SP.POP.TOTL,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
2730,2016,101143.0,SP.POP.TOTL,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
2731,2017,102002.0,SP.POP.TOTL,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
2732,2018,103199.0,SP.POP.TOTL,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
2733,2019,104497.0,SP.POP.TOTL,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
2734,2020,105697.0,SP.POP.TOTL,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
2735,2016,1377563.0,SP.POP.TOTL,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
2736,2017,1384060.0,SP.POP.TOTL,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
2737,2018,1389841.0,SP.POP.TOTL,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
2738,2019,1394969.0,SP.POP.TOTL,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
2739,2020,1399491.0,SP.POP.TOTL,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
2740,2016,11303942.0,SP.POP.TOTL,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
2741,2017,11433438.0,SP.POP.TOTL,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
2742,2018,11565203.0,SP.POP.TOTL,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
2743,2019,11694721.0,SP.POP.TOTL,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
2744,2020,11818618.0,SP.POP.TOTL,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
2745,2016,79827868.0,SP.POP.TOTL,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
2746,2017,81116451.0,SP.POP.TOTL,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
2747,2018,82340090.0,SP.POP.TOTL,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
2748,2019,83429607.0,SP.POP.TOTL,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
2749,2020,84339067.0,SP.POP.TOTL,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
2750,2016,5662371.0,SP.POP.TOTL,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD
2751,2017,5757667.0,SP.POP.TOTL,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD
2752,2018,5850902.0,SP.POP.TOTL,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD
2753,2019,5942094.0,SP.POP.TOTL,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD
2754,2020,6031187.0,SP.POP.TOTL,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD
2755,2016,36558.0,SP.POP.TOTL,TCA,Turks and Caicos Islands,Latin America & Caribbean ,High income,Not classified
2756,2017,37116.0,SP.POP.TOTL,TCA,Turks and Caicos Islands,Latin America & Caribbean ,High income,Not classified
2757,2018,37667.0,SP.POP.TOTL,TCA,Turks and Caicos Islands,Latin America & Caribbean ,High income,Not classified
2758,2019,38194.0,SP.POP.TOTL,TCA,Turks and Caicos Islands,Latin America & Caribbean ,High income,Not classified
2759,2020,38718.0,SP.POP.TOTL,TCA,Turks and Caicos Islands,Latin America & Caribbean ,High income,Not classified
2760,2016,11232.0,SP.POP.TOTL,TUV,Tuvalu,East Asia & Pacific,Upper middle income,IDA
2761,2017,11365.0,SP.POP.TOTL,TUV,Tuvalu,East Asia & Pacific,Upper middle income,IDA
2762,2018,11505.0,SP.POP.TOTL,TUV,Tuvalu,East Asia & Pacific,Upper middle income,IDA
2763,2019,11655.0,SP.POP.TOTL,TUV,Tuvalu,East Asia & Pacific,Upper middle income,IDA
2764,2020,11792.0,SP.POP.TOTL,TUV,Tuvalu,East Asia & Pacific,Upper middle income,IDA
2765,2016,39649173.0,SP.POP.TOTL,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
2766,2017,41166588.0,SP.POP.TOTL,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
2767,2018,42729032.0,SP.POP.TOTL,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
2768,2019,44269587.0,SP.POP.TOTL,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
2769,2020,45741000.0,SP.POP.TOTL,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
2770,2016,45004673.0,SP.POP.TOTL,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
2771,2017,44831135.0,SP.POP.TOTL,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
2772,2018,44622518.0,SP.POP.TOTL,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
2773,2019,44386203.0,SP.POP.TOTL,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
2774,2020,44134693.0,SP.POP.TOTL,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
2775,2016,9360975.0,SP.POP.TOTL,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
2776,2017,9487206.0,SP.POP.TOTL,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
2777,2018,9630966.0,SP.POP.TOTL,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
2778,2019,9770526.0,SP.POP.TOTL,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
2779,2020,9890400.0,SP.POP.TOTL,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
2780,2016,65611593.0,SP.POP.TOTL,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
2781,2017,66058859.0,SP.POP.TOTL,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
2782,2018,66460344.0,SP.POP.TOTL,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
2783,2019,66836327.0,SP.POP.TOTL,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
2784,2020,67215293.0,SP.POP.TOTL,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
2785,2016,323071755.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
2786,2017,325122128.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
2787,2018,326838199.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
2788,2019,328329953.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
2789,2020,329484123.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
2790,2016,3424139.0,SP.POP.TOTL,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
2791,2017,3436645.0,SP.POP.TOTL,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
2792,2018,3449290.0,SP.POP.TOTL,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
2793,2019,3461731.0,SP.POP.TOTL,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
2794,2020,3473727.0,SP.POP.TOTL,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
2795,2016,31847900.0,SP.POP.TOTL,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
2796,2017,32388600.0,SP.POP.TOTL,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
2797,2018,32956100.0,SP.POP.TOTL,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
2798,2019,33580350.0,SP.POP.TOTL,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
2799,2020,34232050.0,SP.POP.TOTL,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
2800,2016,278326.0,SP.POP.TOTL,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
2801,2017,285499.0,SP.POP.TOTL,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
2802,2018,292675.0,SP.POP.TOTL,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
2803,2019,299882.0,SP.POP.TOTL,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
2804,2020,307150.0,SP.POP.TOTL,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
2805,2016,29851249.0,SP.POP.TOTL,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
2806,2017,29402480.0,SP.POP.TOTL,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
2807,2018,28887117.0,SP.POP.TOTL,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
2808,2019,28515829.0,SP.POP.TOTL,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
2809,2020,28435943.0,SP.POP.TOTL,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
2810,2016,93640435.0,SP.POP.TOTL,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
2811,2017,94600643.0,SP.POP.TOTL,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
2812,2018,95545959.0,SP.POP.TOTL,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
2813,2019,96462108.0,SP.POP.TOTL,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
2814,2020,97338583.0,SP.POP.TOTL,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
2815,2016,107516.0,SP.POP.TOTL,VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Not classified
2816,2017,107281.0,SP.POP.TOTL,VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Not classified
2817,2018,107001.0,SP.POP.TOTL,VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Not classified
2818,2019,106669.0,SP.POP.TOTL,VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Not classified
2819,2020,106290.0,SP.POP.TOTL,VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Not classified
2820,2016,4367088.0,SP.POP.TOTL,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
2821,2017,4454805.0,SP.POP.TOTL,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
2822,2018,4569087.0,SP.POP.TOTL,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
2823,2019,4685306.0,SP.POP.TOTL,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
2824,2020,4803269.0,SP.POP.TOTL,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
2825,2016,27168210.0,SP.POP.TOTL,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
2826,2017,27834811.0,SP.POP.TOTL,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
2827,2018,28498683.0,SP.POP.TOTL,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
2828,2019,29161922.0,SP.POP.TOTL,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
2829,2020,29825968.0,SP.POP.TOTL,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
2830,2016,16363449.0,SP.POP.TOTL,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
2831,2017,16853608.0,SP.POP.TOTL,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
2832,2018,17351714.0,SP.POP.TOTL,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
2833,2019,17861034.0,SP.POP.TOTL,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
2834,2020,18383956.0,SP.POP.TOTL,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
2835,2016,14030338.0,SP.POP.TOTL,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
2836,2017,14236599.0,SP.POP.TOTL,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
2837,2018,14438812.0,SP.POP.TOTL,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
2838,2019,14645473.0,SP.POP.TOTL,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
2839,2020,14862927.0,SP.POP.TOTL,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
2840,2016,4.0,SH.STA.SUIC.P5,AFG,Afghanistan,South Asia,Low income,IDA
2841,2017,4.1,SH.STA.SUIC.P5,AFG,Afghanistan,South Asia,Low income,IDA
2842,2018,4.1,SH.STA.SUIC.P5,AFG,Afghanistan,South Asia,Low income,IDA
2843,2019,4.1,SH.STA.SUIC.P5,AFG,Afghanistan,South Asia,Low income,IDA
2844,2016,4.7,SH.STA.SUIC.P5,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
2845,2017,4.7,SH.STA.SUIC.P5,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
2846,2018,4.5,SH.STA.SUIC.P5,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
2847,2019,4.3,SH.STA.SUIC.P5,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
2848,2016,2.6,SH.STA.SUIC.P5,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
2849,2017,2.5,SH.STA.SUIC.P5,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
2850,2018,2.5,SH.STA.SUIC.P5,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
2851,2019,2.5,SH.STA.SUIC.P5,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
2852,2016,6.2,SH.STA.SUIC.P5,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
2853,2017,6.0,SH.STA.SUIC.P5,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
2854,2018,6.0,SH.STA.SUIC.P5,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
2855,2019,6.1,SH.STA.SUIC.P5,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
2856,2016,0.5,SH.STA.SUIC.P5,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
2857,2017,0.0,SH.STA.SUIC.P5,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
2858,2018,0.4,SH.STA.SUIC.P5,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
2859,2019,0.4,SH.STA.SUIC.P5,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
2860,2016,8.3,SH.STA.SUIC.P5,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
2861,2017,8.9,SH.STA.SUIC.P5,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
2862,2018,9.2,SH.STA.SUIC.P5,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
2863,2019,8.4,SH.STA.SUIC.P5,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
2864,2016,5.7,SH.STA.SUIC.P5,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
2865,2017,3.0,SH.STA.SUIC.P5,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
2866,2018,2.1,SH.STA.SUIC.P5,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
2867,2019,3.3,SH.STA.SUIC.P5,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
2868,2016,12.2,SH.STA.SUIC.P5,AUS,Australia,East Asia & Pacific,High income,Not classified
2869,2017,13.1,SH.STA.SUIC.P5,AUS,Australia,East Asia & Pacific,High income,Not classified
2870,2018,12.4,SH.STA.SUIC.P5,AUS,Australia,East Asia & Pacific,High income,Not classified
2871,2019,12.5,SH.STA.SUIC.P5,AUS,Australia,East Asia & Pacific,High income,Not classified
2872,2016,15.5,SH.STA.SUIC.P5,AUT,Austria,Europe & Central Asia,High income,Not classified
2873,2017,15.4,SH.STA.SUIC.P5,AUT,Austria,Europe & Central Asia,High income,Not classified
2874,2018,15.7,SH.STA.SUIC.P5,AUT,Austria,Europe & Central Asia,High income,Not classified
2875,2019,14.6,SH.STA.SUIC.P5,AUT,Austria,Europe & Central Asia,High income,Not classified
2876,2016,4.0,SH.STA.SUIC.P5,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2877,2017,4.0,SH.STA.SUIC.P5,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2878,2018,4.0,SH.STA.SUIC.P5,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2879,2019,4.1,SH.STA.SUIC.P5,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2880,2016,3.6,SH.STA.SUIC.P5,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2881,2017,3.4,SH.STA.SUIC.P5,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2882,2018,3.5,SH.STA.SUIC.P5,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2883,2019,3.5,SH.STA.SUIC.P5,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2884,2016,7.7,SH.STA.SUIC.P5,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2885,2017,8.1,SH.STA.SUIC.P5,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2886,2018,8.6,SH.STA.SUIC.P5,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2887,2019,8.9,SH.STA.SUIC.P5,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2888,2016,3.4,SH.STA.SUIC.P5,BGD,Bangladesh,South Asia,Lower middle income,IDA
2889,2017,3.5,SH.STA.SUIC.P5,BGD,Bangladesh,South Asia,Lower middle income,IDA
2890,2018,3.6,SH.STA.SUIC.P5,BGD,Bangladesh,South Asia,Lower middle income,IDA
2891,2019,3.7,SH.STA.SUIC.P5,BGD,Bangladesh,South Asia,Lower middle income,IDA
2892,2016,0.6000000000000001,SH.STA.SUIC.P5,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2893,2017,0.6000000000000001,SH.STA.SUIC.P5,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2894,2018,0.6000000000000001,SH.STA.SUIC.P5,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2895,2019,0.6000000000000001,SH.STA.SUIC.P5,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2896,2016,24.2,SH.STA.SUIC.P5,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2897,2017,23.3,SH.STA.SUIC.P5,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2898,2018,22.8,SH.STA.SUIC.P5,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2899,2019,21.2,SH.STA.SUIC.P5,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2900,2016,19.3,SH.STA.SUIC.P5,BEL,Belgium,Europe & Central Asia,High income,Not classified
2901,2017,18.9,SH.STA.SUIC.P5,BEL,Belgium,Europe & Central Asia,High income,Not classified
2902,2018,18.7,SH.STA.SUIC.P5,BEL,Belgium,Europe & Central Asia,High income,Not classified
2903,2019,18.3,SH.STA.SUIC.P5,BEL,Belgium,Europe & Central Asia,High income,Not classified
2904,2016,5.8,SH.STA.SUIC.P5,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
2905,2017,7.0,SH.STA.SUIC.P5,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
